id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
500178-6001,6001,500178,Praha 6,4,12168
500178-6002,6002,500178,Praha 6,0,14971
500178-6003,6003,500178,Praha 6,0,17011
500178-6004,6004,500178,Praha 6,2,21584
500178-6005,6005,500178,Praha 6,0,18879
500178-6006,6006,500178,Praha 6,1,14474
500178-6007,6007,500178,Praha 6,1,12154
500178-6008,6008,500178,Praha 6,1,22291
500178-6009,6009,500178,Praha 6,0,20537
500178-6010,6010,500178,Praha 6,1,13974
500178-6011,6011,500178,Praha 6,1,20114
500178-6012,6012,500178,Praha 6,1,13366
500178-6013,6013,500178,Praha 6,1,9115
500178-6014,6014,500178,Praha 6,2,21547
500178-6015,6015,500178,Praha 6,0,16930
500178-6016,6016,500178,Praha 6,2,24060
500178-6017,6017,500178,Praha 6,1,12854
500178-6018,6018,500178,Praha 6,2,13623
500178-6019,6019,500178,Praha 6,0,10657
500178-6020,6020,500178,Praha 6,1,18927
500178-6021,6021,500178,Praha 6,2,14268
500178-6022,6022,500178,Praha 6,0,15160
500178-6023,6023,500178,Praha 6,0,14221
500178-6024,6024,500178,Praha 6,2,21567
500178-6025,6025,500178,Praha 6,0,24207
500178-6026,6026,500178,Praha 6,2,32443
500178-6027,6027,500178,Praha 6,2,16046
500178-6028,6028,500178,Praha 6,2,15409
500178-6029,6029,500178,Praha 6,2,23806
500178-6030,6030,500178,Praha 6,2,19064
500178-6031,6031,500178,Praha 6,1,19189
500178-6032,6032,500178,Praha 6,0,17389
500178-6033,6033,500178,Praha 6,0,13319
500178-6034,6034,500178,Praha 6,0,31303
500178-6035,6035,500178,Praha 6,0,17576
500178-6036,6036,500178,Praha 6,2,14782
500178-6037,6037,500178,Praha 6,2,15590
500178-6038,6038,500178,Praha 6,0,14089
500178-6039,6039,500178,Praha 6,1,11776
500178-6040,6040,500178,Praha 6,4,12879
500178-6041,6041,500178,Praha 6,1,12000
500178-6042,6042,500178,Praha 6,3,15073
500178-6043,6043,500178,Praha 6,2,14074
500178-6044,6044,500178,Praha 6,1,13590
500178-6045,6045,500178,Praha 6,1,21814
500178-6046,6046,500178,Praha 6,2,21666
500178-6047,6047,500178,Praha 6,0,14380
500178-6048,6048,500178,Praha 6,0,17637
500178-6049,6049,500178,Praha 6,4,19364
500178-6050,6050,500178,Praha 6,4,19147
500178-6051,6051,500178,Praha 6,0,11351
500178-6052,6052,500178,Praha 6,0,11634
500178-6053,6053,500178,Praha 6,0,14777
500178-6054,6054,500178,Praha 6,4,8763
500178-6055,6055,500178,Praha 6,4,11022
500178-6056,6056,500178,Praha 6,2,12504
500178-6057,6057,500178,Praha 6,2,23536
500178-6058,6058,500178,Praha 6,3,14251
500178-6059,6059,500178,Praha 6,0,9694
500178-6060,6060,500178,Praha 6,2,12890
500178-6061,6061,500178,Praha 6,1,8219
500178-6062,6062,500178,Praha 6,0,13071
500178-6063,6063,500178,Praha 6,2,20419
500178-6064,6064,500178,Praha 6,2,13273
500178-6065,6065,500178,Praha 6,2,18744
500178-6066,6066,500178,Praha 6,0,23001
500178-6067,6067,500178,Praha 6,0,16892
500178-6068,6068,500178,Praha 6,4,7633
500178-6069,6069,500178,Praha 6,2,21941
500178-6070,6070,500178,Praha 6,0,25654
500178-6071,6071,500178,Praha 6,4,14283
500178-6072,6072,500178,Praha 6,4,14177
500178-6073,6073,500178,Praha 6,3,12681
500178-6074,6074,500178,Praha 6,0,25329
500178-6075,6075,500178,Praha 6,4,18878
500178-6076,6076,500178,Praha 6,0,14886
500178-6077,6077,500178,Praha 6,1,14514
500178-6078,6078,500178,Praha 6,4,13419
500178-6079,6079,500178,Praha 6,3,24290
500178-6080,6080,500178,Praha 6,2,25976
500178-6081,6081,500178,Praha 6,0,21284
500178-6082,6082,500178,Praha 6,3,12676
500178-6083,6083,500178,Praha 6,3,9660
500178-6084,6084,500178,Praha 6,4,10987
500178-6085,6085,500178,Praha 6,4,11460
500178-6086,6086,500178,Praha 6,4,8176
500178-6087,6087,500178,Praha 6,3,14264
500178-6088,6088,500178,Praha 6,0,18773
500178-6089,6089,500178,Praha 6,1,16253
500178-6090,6090,500178,Praha 6,3,12917
500178-6091,6091,500178,Praha 6,1,16162
500178-6092,6092,500178,Praha 6,3,17841
500178-6093,6093,500178,Praha 6,0,11516
500178-6094,6094,500178,Praha 6,2,9533
500178-6095,6095,500178,Praha 6,4,16083
500178-6096,6096,500178,Praha 6,0,25434
500178-6097,6097,500178,Praha 6,0,13034
500178-6098,6098,500178,Praha 6,3,13327
500178-6099,6099,500178,Praha 6,0,12605
500178-6100,6100,500178,Praha 6,0,10695
500178-6101,6101,500178,Praha 6,3,17511
500178-6102,6102,500178,Praha 6,4,8223
500178-6103,6103,500178,Praha 6,0,17668
500178-6104,6104,500178,Praha 6,4,6232
