index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
10237,8106,554821,Ostrava,1,1,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,215047.0,5.52,3.0,55,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
10238,8106,554821,Ostrava,1,2,166,166,STAROSTOVÉ A NEZÁVISLÍ,STAROSTOVÉ A NEZÁVISLÍ,STAN,1,166,115314.0,2.96,0.0,55,166,STAN,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1.0
10239,8106,554821,Ostrava,1,3,1364,1364,Koalice Dělnické strany sociální spravedlnosti a Strany státu přímé demokracie - Strany práce,"Koalice DSSS, SSPD-SP",DSSS+SSPD-SP,2,"156,159",15303.0,0.39,0.0,55,156,DSSS+SSPD-SP,,,,,
10240,8106,554821,Ostrava,1,4,355,355,KDU-ČSL a nezávislí kandidáti,KDU-ČSL a nezávislí kandidáti,,2,"001,080",226779.0,5.82,3.0,55,1,,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
10241,8106,554821,Ostrava,1,5,1127,1127,Dobrá volba 2016,Dobrá volba 2016,DV 2016,1,1127,179.0,0.25,0.0,1,1127,DV 2016,,,,,
10242,8106,554821,Ostrava,1,6,768,768,ANO 2011,ANO 2011,ANO,1,768,1273101.0,32.71,21.0,55,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
10243,8106,554821,Ostrava,1,7,1201,1201,JAUNER Československo 2018,JAUNER Československo 2018,JAUNER,1,1201,85.0,0.12,0.0,1,1201,JAUNER,,,,,
10244,8106,554821,Ostrava,1,8,755,755,Ostravak,Ostravak,Ostravak,1,755,447207.0,11.49,7.0,55,755,Ostravak,,,,,
10245,8106,554821,Ostrava,1,9,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,263323.0,6.76,4.0,55,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
10246,8106,554821,Ostrava,1,10,1383,1383,LEČO - LEPŠÍ A ČISTÁ OSTRAVA,LEČO - LEPŠÍ A ČISTÁ OSTRAVA,SPOZ+ZpL+LEČO,3,"724,1123,1191",151975.0,3.9,0.0,55,724,SPOZ+ZpL+LEČO,,,,,
10247,8106,554821,Ostrava,1,11,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,348514.0,8.95,6.0,55,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
10248,8106,554821,Ostrava,1,12,88,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,101318.0,2.6,0.0,55,88,NEZ,,,,,
10249,8106,554821,Ostrava,1,13,1179,1179,"BEZPEČNOST, ODPOVĚDNOST, SOLIDARITA","BEZPEČNOST,ODPOVĚDNOST,SOLID.",BOS,1,1179,5794.0,0.14,0.0,55,1179,BOS,,,,,
10250,8106,554821,Ostrava,1,14,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,378658.0,9.73,6.0,55,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
10251,8106,554821,Ostrava,1,15,720,720,Česká pirátská strana,Česká pirátská strana,Piráti,1,720,348337.0,8.95,5.0,55,720,Piráti,Piráti,Česká pirátská strana,720.0,#222222,1.0
